MFName,time,obscfs,obsname
NapaR_Helena,11/30/1962,13.9,NapaR_Helena 196211
NapaR_Helena,12/31/1962,143.6,NapaR_Helena 196212
NapaR_Helena,1/31/1963,321.4,NapaR_Helena 196301
NapaR_Helena,2/28/1963,393.6,NapaR_Helena 196302
NapaR_Helena,3/31/1963,162.2,NapaR_Helena 196303
NapaR_Helena,4/30/1963,367.2,NapaR_Helena 196304
NapaR_Helena,5/31/1963,45.9,NapaR_Helena 196305
NapaR_Helena,6/30/1963,14.1,NapaR_Helena 196306
NapaR_Helena,7/31/1963,4.32,NapaR_Helena 196307
NapaR_Helena,8/31/1963,2.55,NapaR_Helena 196308
NapaR_Helena,9/30/1963,1.17,NapaR_Helena 196309
NapaR_Helena,10/31/1963,3.01,NapaR_Helena 196310
NapaR_Helena,11/30/1963,75.3,NapaR_Helena 196311
NapaR_Helena,12/31/1963,18.8,NapaR_Helena 196312
NapaR_Helena,1/31/1964,168.3,NapaR_Helena 196401
NapaR_Helena,2/29/1964,32.8,NapaR_Helena 196402
NapaR_Helena,3/31/1964,22.2,NapaR_Helena 196403
NapaR_Helena,4/30/1964,10.5,NapaR_Helena 196404
NapaR_Helena,5/31/1964,5.02,NapaR_Helena 196405
NapaR_Helena,6/30/1964,2.37,NapaR_Helena 196406
NapaR_Helena,7/31/1964,0.461,NapaR_Helena 196407
NapaR_Helena,8/31/1964,0.306,NapaR_Helena 196408
NapaR_Helena,9/30/1964,0.237,NapaR_Helena 196409
NapaR_Helena,10/31/1964,1.04,NapaR_Helena 196410
NapaR_Helena,11/30/1964,40.7,NapaR_Helena 196411
NapaR_Helena,12/31/1964,685.7,NapaR_Helena 196412
NapaR_Helena,1/31/1965,607.6,NapaR_Helena 196501
NapaR_Helena,2/28/1965,67.6,NapaR_Helena 196502
NapaR_Helena,3/31/1965,24.9,NapaR_Helena 196503
NapaR_Helena,4/30/1965,148.1,NapaR_Helena 196504
NapaR_Helena,5/31/1965,27.5,NapaR_Helena 196505
NapaR_Helena,6/30/1965,8.48,NapaR_Helena 196506
NapaR_Helena,7/31/1965,2.56,NapaR_Helena 196507
NapaR_Helena,8/31/1965,1.8,NapaR_Helena 196508
NapaR_Helena,9/30/1965,1.42,NapaR_Helena 196509
NapaR_Helena,10/31/1965,1.44,NapaR_Helena 196510
NapaR_Helena,11/30/1965,33.3,NapaR_Helena 196511
NapaR_Helena,12/31/1965,86.8,NapaR_Helena 196512
NapaR_Helena,1/31/1966,457.7,NapaR_Helena 196601
NapaR_Helena,2/28/1966,198.9,NapaR_Helena 196602
NapaR_Helena,3/31/1966,62.3,NapaR_Helena 196603
NapaR_Helena,4/30/1966,27.5,NapaR_Helena 196604
NapaR_Helena,5/31/1966,11.5,NapaR_Helena 196605
NapaR_Helena,6/30/1966,4.07,NapaR_Helena 196606
NapaR_Helena,7/31/1966,1.42,NapaR_Helena 196607
NapaR_Helena,8/31/1966,0.371,NapaR_Helena 196608
NapaR_Helena,9/30/1966,0.803,NapaR_Helena 196609
NapaR_Helena,10/31/1966,1.13,NapaR_Helena 196610
NapaR_Helena,11/30/1966,68.4,NapaR_Helena 196611
NapaR_Helena,12/31/1966,352.6,NapaR_Helena 196612
NapaR_Helena,1/31/1967,753.2,NapaR_Helena 196701
NapaR_Helena,2/28/1967,158.3,NapaR_Helena 196702
NapaR_Helena,3/31/1967,234.6,NapaR_Helena 196703
NapaR_Helena,4/30/1967,317.2,NapaR_Helena 196704
NapaR_Helena,5/31/1967,53.9,NapaR_Helena 196705
NapaR_Helena,6/30/1967,27.3,NapaR_Helena 196706
NapaR_Helena,7/31/1967,6.47,NapaR_Helena 196707
NapaR_Helena,8/31/1967,2.6,NapaR_Helena 196708
NapaR_Helena,9/30/1967,1.54,NapaR_Helena 196709
NapaR_Helena,10/31/1967,2.09,NapaR_Helena 196710
NapaR_Helena,11/30/1967,6.23,NapaR_Helena 196711
NapaR_Helena,12/31/1967,32.5,NapaR_Helena 196712
NapaR_Helena,1/31/1968,257.1,NapaR_Helena 196801
NapaR_Helena,2/29/1968,267.8,NapaR_Helena 196802
NapaR_Helena,3/31/1968,170.7,NapaR_Helena 196803
NapaR_Helena,4/30/1968,27.6,NapaR_Helena 196804
NapaR_Helena,5/31/1968,10.7,NapaR_Helena 196805
NapaR_Helena,6/30/1968,3.02,NapaR_Helena 196806
NapaR_Helena,7/31/1968,0.748,NapaR_Helena 196807
NapaR_Helena,8/31/1968,1.63,NapaR_Helena 196808
NapaR_Helena,9/30/1968,1.13,NapaR_Helena 196809
NapaR_Helena,10/31/1968,1.77,NapaR_Helena 196810
NapaR_Helena,11/30/1968,4.59,NapaR_Helena 196811
NapaR_Helena,12/31/1968,239.1,NapaR_Helena 196812
NapaR_Helena,1/31/1969,905.7,NapaR_Helena 196901
NapaR_Helena,2/28/1969,696.6,NapaR_Helena 196902
NapaR_Helena,3/31/1969,192.6,NapaR_Helena 196903
NapaR_Helena,4/30/1969,52.3,NapaR_Helena 196904
NapaR_Helena,5/31/1969,19.1,NapaR_Helena 196905
NapaR_Helena,6/30/1969,7.43,NapaR_Helena 196906
NapaR_Helena,7/31/1969,2.91,NapaR_Helena 196907
NapaR_Helena,8/31/1969,2.09,NapaR_Helena 196908
NapaR_Helena,9/30/1969,1.31,NapaR_Helena 196909
NapaR_Helena,10/31/1969,3.94,NapaR_Helena 196910
NapaR_Helena,11/30/1969,4.76,NapaR_Helena 196911
NapaR_Helena,12/31/1969,354,NapaR_Helena 196912
NapaR_Helena,1/31/1970,1338,NapaR_Helena 197001
NapaR_Helena,2/28/1970,240.8,NapaR_Helena 197002
NapaR_Helena,3/31/1970,174.7,NapaR_Helena 197003
NapaR_Helena,4/30/1970,24,NapaR_Helena 197004
NapaR_Helena,5/31/1970,10.5,NapaR_Helena 197005
NapaR_Helena,6/30/1970,4.44,NapaR_Helena 197006
NapaR_Helena,7/31/1970,2.31,NapaR_Helena 197007
NapaR_Helena,8/31/1970,1.07,NapaR_Helena 197008
NapaR_Helena,9/30/1970,1.18,NapaR_Helena 197009
NapaR_Helena,10/31/1970,2.63,NapaR_Helena 197010
NapaR_Helena,11/30/1970,174.5,NapaR_Helena 197011
NapaR_Helena,12/31/1970,737.2,NapaR_Helena 197012
NapaR_Helena,1/31/1971,298.3,NapaR_Helena 197101
NapaR_Helena,2/28/1971,50.1,NapaR_Helena 197102
NapaR_Helena,3/31/1971,132.6,NapaR_Helena 197103
NapaR_Helena,4/30/1971,47.9,NapaR_Helena 197104
NapaR_Helena,5/31/1971,18,NapaR_Helena 197105
NapaR_Helena,6/30/1971,7.23,NapaR_Helena 197106
NapaR_Helena,7/31/1971,2.41,NapaR_Helena 197107
NapaR_Helena,8/31/1971,1.24,NapaR_Helena 197108
NapaR_Helena,9/30/1971,0.731,NapaR_Helena 197109
NapaR_Helena,10/31/1971,0.726,NapaR_Helena 197110
NapaR_Helena,11/30/1971,3.04,NapaR_Helena 197111
NapaR_Helena,12/31/1971,47.9,NapaR_Helena 197112
NapaR_Helena,1/31/1972,53.3,NapaR_Helena 197201
NapaR_Helena,2/29/1972,98.4,NapaR_Helena 197202
NapaR_Helena,3/31/1972,38.5,NapaR_Helena 197203
NapaR_Helena,4/30/1972,20.8,NapaR_Helena 197204
NapaR_Helena,5/31/1972,9.11,NapaR_Helena 197205
NapaR_Helena,6/30/1972,3.18,NapaR_Helena 197206
NapaR_Helena,7/31/1972,1.13,NapaR_Helena 197207
NapaR_Helena,8/31/1972,0.325,NapaR_Helena 197208
NapaR_Helena,9/30/1972,0.52,NapaR_Helena 197209
NapaR_Helena,10/31/1972,7.14,NapaR_Helena 197210
NapaR_Helena,11/30/1972,64.4,NapaR_Helena 197211
NapaR_Helena,12/31/1972,104,NapaR_Helena 197212
NapaR_Helena,1/31/1973,690.9,NapaR_Helena 197301
NapaR_Helena,2/28/1973,470.6,NapaR_Helena 197302
NapaR_Helena,3/31/1973,205.6,NapaR_Helena 197303
NapaR_Helena,4/30/1973,39.1,NapaR_Helena 197304
NapaR_Helena,5/31/1973,13.9,NapaR_Helena 197305
NapaR_Helena,6/30/1973,5.95,NapaR_Helena 197306
NapaR_Helena,7/31/1973,2.44,NapaR_Helena 197307
NapaR_Helena,8/31/1973,0.767,NapaR_Helena 197308
NapaR_Helena,9/30/1973,1.07,NapaR_Helena 197309
NapaR_Helena,10/31/1973,8.48,NapaR_Helena 197310
NapaR_Helena,11/30/1973,414.5,NapaR_Helena 197311
NapaR_Helena,12/31/1973,279.6,NapaR_Helena 197312
NapaR_Helena,1/31/1974,474.8,NapaR_Helena 197401
NapaR_Helena,2/28/1974,158.9,NapaR_Helena 197402
NapaR_Helena,3/31/1974,556.4,NapaR_Helena 197403
NapaR_Helena,4/30/1974,219.5,NapaR_Helena 197404
NapaR_Helena,5/31/1974,24.6,NapaR_Helena 197405
NapaR_Helena,6/30/1974,10.1,NapaR_Helena 197406
NapaR_Helena,7/31/1974,5.75,NapaR_Helena 197407
NapaR_Helena,8/31/1974,3.1,NapaR_Helena 197408
NapaR_Helena,9/30/1974,2.92,NapaR_Helena 197409
NapaR_Helena,10/31/1974,2.99,NapaR_Helena 197410
NapaR_Helena,11/30/1974,3.84,NapaR_Helena 197411
NapaR_Helena,12/31/1974,16.3,NapaR_Helena 197412
NapaR_Helena,1/31/1975,25.5,NapaR_Helena 197501
NapaR_Helena,2/28/1975,541.7,NapaR_Helena 197502
NapaR_Helena,3/31/1975,486.9,NapaR_Helena 197503
NapaR_Helena,4/30/1975,79.6,NapaR_Helena 197504
NapaR_Helena,5/31/1975,24.4,NapaR_Helena 197505
NapaR_Helena,6/30/1975,8.08,NapaR_Helena 197506
NapaR_Helena,7/31/1975,3.88,NapaR_Helena 197507
NapaR_Helena,8/31/1975,1.84,NapaR_Helena 197508
NapaR_Helena,9/30/1975,1.9,NapaR_Helena 197509
NapaR_Helena,10/31/1975,5.68,NapaR_Helena 197510
NapaR_Helena,11/30/1975,7.78,NapaR_Helena 197511
NapaR_Helena,12/31/1975,6.37,NapaR_Helena 197512
NapaR_Helena,1/31/1976,6.45,NapaR_Helena 197601
NapaR_Helena,2/29/1976,7.53,NapaR_Helena 197602
NapaR_Helena,3/31/1976,10.3,NapaR_Helena 197603
NapaR_Helena,4/30/1976,11.4,NapaR_Helena 197604
NapaR_Helena,5/31/1976,3.49,NapaR_Helena 197605
NapaR_Helena,6/30/1976,1.17,NapaR_Helena 197606
NapaR_Helena,7/31/1976,0.013,NapaR_Helena 197607
NapaR_Helena,8/31/1976,0.007,NapaR_Helena 197608
NapaR_Helena,9/30/1976,0.213,NapaR_Helena 197609
NapaR_Helena,10/31/1976,0.491,NapaR_Helena 197610
NapaR_Helena,11/30/1976,1.74,NapaR_Helena 197611
NapaR_Helena,12/31/1976,2.43,NapaR_Helena 197612
NapaR_Helena,1/31/1977,3.73,NapaR_Helena 197701
NapaR_Helena,2/28/1977,4.34,NapaR_Helena 197702
NapaR_Helena,3/31/1977,7.45,NapaR_Helena 197703
NapaR_Helena,4/30/1977,1.81,NapaR_Helena 197704
NapaR_Helena,5/31/1977,0.89,NapaR_Helena 197705
NapaR_Helena,6/30/1977,0.081,NapaR_Helena 197706
NapaR_Helena,7/31/1977,0,NapaR_Helena 197707
NapaR_Helena,8/31/1977,0,NapaR_Helena 197708
NapaR_Helena,9/30/1977,0,NapaR_Helena 197709
NapaR_Helena,10/31/1977,0,NapaR_Helena 197710
NapaR_Helena,11/30/1977,39.9,NapaR_Helena 197711
NapaR_Helena,12/31/1977,145.7,NapaR_Helena 197712
NapaR_Helena,1/31/1978,755.5,NapaR_Helena 197801
NapaR_Helena,2/28/1978,429.3,NapaR_Helena 197802
NapaR_Helena,3/31/1978,294.1,NapaR_Helena 197803
NapaR_Helena,4/30/1978,90.5,NapaR_Helena 197804
NapaR_Helena,5/31/1978,26.2,NapaR_Helena 197805
NapaR_Helena,6/30/1978,8.29,NapaR_Helena 197806
NapaR_Helena,7/31/1978,2.82,NapaR_Helena 197807
NapaR_Helena,8/31/1978,1.4,NapaR_Helena 197808
NapaR_Helena,9/30/1978,1.34,NapaR_Helena 197809
NapaR_Helena,10/31/1978,1.12,NapaR_Helena 197810
NapaR_Helena,11/30/1978,2.06,NapaR_Helena 197811
NapaR_Helena,12/31/1978,2.35,NapaR_Helena 197812
NapaR_Helena,1/31/1979,124.5,NapaR_Helena 197901
NapaR_Helena,2/28/1979,343.2,NapaR_Helena 197902
NapaR_Helena,3/31/1979,137.3,NapaR_Helena 197903
NapaR_Helena,4/30/1979,53.9,NapaR_Helena 197904
NapaR_Helena,5/31/1979,30.6,NapaR_Helena 197905
NapaR_Helena,6/30/1979,7.07,NapaR_Helena 197906
NapaR_Helena,7/31/1979,2.65,NapaR_Helena 197907
NapaR_Helena,8/31/1979,1.37,NapaR_Helena 197908
NapaR_Helena,9/30/1979,0.656,NapaR_Helena 197909
NapaR_Helena,10/31/1979,7.16,NapaR_Helena 197910
NapaR_Helena,11/30/1979,14.2,NapaR_Helena 197911
NapaR_Helena,12/31/1979,124,NapaR_Helena 197912
NapaR_Helena,1/31/1980,564.1,NapaR_Helena 198001
NapaR_Helena,2/29/1980,619.2,NapaR_Helena 198002
NapaR_Helena,3/31/1980,179.6,NapaR_Helena 198003
NapaR_Helena,4/30/1980,40.9,NapaR_Helena 198004
NapaR_Helena,5/31/1980,17.2,NapaR_Helena 198005
NapaR_Helena,6/30/1980,6.53,NapaR_Helena 198006
NapaR_Helena,7/31/1980,2.2,NapaR_Helena 198007
NapaR_Helena,8/31/1980,1.06,NapaR_Helena 198008
NapaR_Helena,9/30/1980,0.839,NapaR_Helena 198009
NapaR_Helena,10/31/1980,1.04,NapaR_Helena 198010
NapaR_Helena,11/30/1980,1.76,NapaR_Helena 198011
NapaR_Helena,12/31/1980,50.6,NapaR_Helena 198012
NapaR_Helena,1/31/1981,232.6,NapaR_Helena 198101
NapaR_Helena,2/28/1981,111.6,NapaR_Helena 198102
NapaR_Helena,3/31/1981,120.1,NapaR_Helena 198103
NapaR_Helena,4/30/1981,40.5,NapaR_Helena 198104
NapaR_Helena,5/31/1981,12.6,NapaR_Helena 198105
NapaR_Helena,6/30/1981,2.95,NapaR_Helena 198106
NapaR_Helena,7/31/1981,0.755,NapaR_Helena 198107
NapaR_Helena,8/31/1981,0.806,NapaR_Helena 198108
NapaR_Helena,9/30/1981,0.444,NapaR_Helena 198109
NapaR_Helena,10/31/1981,3.17,NapaR_Helena 198110
NapaR_Helena,11/30/1981,222.5,NapaR_Helena 198111
NapaR_Helena,12/31/1981,598.4,NapaR_Helena 198112
NapaR_Helena,1/31/1982,477.7,NapaR_Helena 198201
NapaR_Helena,2/28/1982,444.1,NapaR_Helena 198202
NapaR_Helena,3/31/1982,329.4,NapaR_Helena 198203
NapaR_Helena,4/30/1982,583.9,NapaR_Helena 198204
NapaR_Helena,5/31/1982,38.8,NapaR_Helena 198205
NapaR_Helena,6/30/1982,14.4,NapaR_Helena 198206
NapaR_Helena,7/31/1982,5.85,NapaR_Helena 198207
NapaR_Helena,8/31/1982,2.81,NapaR_Helena 198208
NapaR_Helena,9/30/1982,6.44,NapaR_Helena 198209
NapaR_Helena,10/31/1982,8.62,NapaR_Helena 198210
NapaR_Helena,11/30/1982,155.7,NapaR_Helena 198211
NapaR_Helena,12/31/1982,283,NapaR_Helena 198212
NapaR_Helena,1/31/1983,540.6,NapaR_Helena 198301
NapaR_Helena,2/28/1983,867.4,NapaR_Helena 198302
NapaR_Helena,3/31/1983,1144,NapaR_Helena 198303
NapaR_Helena,4/30/1983,145.8,NapaR_Helena 198304
NapaR_Helena,5/31/1983,93,NapaR_Helena 198305
NapaR_Helena,6/30/1983,19.5,NapaR_Helena 198306
NapaR_Helena,7/31/1983,7.33,NapaR_Helena 198307
NapaR_Helena,8/31/1983,3.43,NapaR_Helena 198308
NapaR_Helena,9/30/1983,2.35,NapaR_Helena 198309
NapaR_Helena,10/31/1983,3.43,NapaR_Helena 198310
NapaR_Helena,11/30/1983,297.8,NapaR_Helena 198311
NapaR_Helena,12/31/1983,757.9,NapaR_Helena 198312
NapaR_Helena,1/31/1984,121.7,NapaR_Helena 198401
NapaR_Helena,2/29/1984,85.9,NapaR_Helena 198402
NapaR_Helena,3/31/1984,84.8,NapaR_Helena 198403
NapaR_Helena,4/30/1984,32.9,NapaR_Helena 198404
NapaR_Helena,5/31/1984,13.4,NapaR_Helena 198405
NapaR_Helena,6/30/1984,7.29,NapaR_Helena 198406
NapaR_Helena,7/31/1984,2.83,NapaR_Helena 198407
NapaR_Helena,8/31/1984,3.45,NapaR_Helena 198408
NapaR_Helena,9/30/1984,1.08,NapaR_Helena 198409
NapaR_Helena,10/31/1984,3.14,NapaR_Helena 198410
NapaR_Helena,11/30/1984,125,NapaR_Helena 198411
NapaR_Helena,12/31/1984,70.1,NapaR_Helena 198412
NapaR_Helena,1/31/1985,42.5,NapaR_Helena 198501
NapaR_Helena,2/28/1985,219,NapaR_Helena 198502
NapaR_Helena,3/31/1985,100.9,NapaR_Helena 198503
NapaR_Helena,4/30/1985,45.9,NapaR_Helena 198504
NapaR_Helena,5/31/1985,13,NapaR_Helena 198505
NapaR_Helena,6/30/1985,6.28,NapaR_Helena 198506
NapaR_Helena,7/31/1985,0.745,NapaR_Helena 198507
NapaR_Helena,8/31/1985,0.984,NapaR_Helena 198508
NapaR_Helena,9/30/1985,1.67,NapaR_Helena 198509
NapaR_Helena,10/31/1985,1.67,NapaR_Helena 198510
NapaR_Helena,11/30/1985,6.4,NapaR_Helena 198511
NapaR_Helena,12/31/1985,30.6,NapaR_Helena 198512
NapaR_Helena,1/31/1986,136,NapaR_Helena 198601
NapaR_Helena,2/28/1986,1798,NapaR_Helena 198602
NapaR_Helena,3/31/1986,442.5,NapaR_Helena 198603
NapaR_Helena,4/30/1986,44.8,NapaR_Helena 198604
NapaR_Helena,5/31/1986,19.9,NapaR_Helena 198605
NapaR_Helena,6/30/1986,7.72,NapaR_Helena 198606
NapaR_Helena,7/31/1986,3.55,NapaR_Helena 198607
NapaR_Helena,8/31/1986,1.57,NapaR_Helena 198608
NapaR_Helena,9/30/1986,2.71,NapaR_Helena 198609
NapaR_Helena,10/31/1986,2.18,NapaR_Helena 198610
NapaR_Helena,11/30/1986,2.22,NapaR_Helena 198611
NapaR_Helena,12/31/1986,3.7,NapaR_Helena 198612
NapaR_Helena,1/31/1987,14,NapaR_Helena 198701
NapaR_Helena,2/28/1987,117.3,NapaR_Helena 198702
NapaR_Helena,3/31/1987,136.3,NapaR_Helena 198703
NapaR_Helena,4/30/1987,24.3,NapaR_Helena 198704
NapaR_Helena,5/31/1987,7.92,NapaR_Helena 198705
NapaR_Helena,6/30/1987,2.76,NapaR_Helena 198706
NapaR_Helena,7/31/1987,0.796,NapaR_Helena 198707
NapaR_Helena,8/31/1987,0.395,NapaR_Helena 198708
NapaR_Helena,9/30/1987,0.199,NapaR_Helena 198709
NapaR_Helena,10/31/1987,0.805,NapaR_Helena 198710
NapaR_Helena,11/30/1987,4.26,NapaR_Helena 198711
NapaR_Helena,12/31/1987,151.7,NapaR_Helena 198712
NapaR_Helena,1/31/1988,253.3,NapaR_Helena 198801
NapaR_Helena,2/29/1988,39.2,NapaR_Helena 198802
NapaR_Helena,3/31/1988,14.1,NapaR_Helena 198803
NapaR_Helena,4/30/1988,12.1,NapaR_Helena 198804
NapaR_Helena,5/31/1988,9.12,NapaR_Helena 198805
NapaR_Helena,6/30/1988,4.86,NapaR_Helena 198806
NapaR_Helena,7/31/1988,1.05,NapaR_Helena 198807
NapaR_Helena,8/31/1988,0.536,NapaR_Helena 198808
NapaR_Helena,9/30/1988,0.378,NapaR_Helena 198809
NapaR_Helena,10/31/1988,0.459,NapaR_Helena 198810
NapaR_Helena,11/30/1988,21.6,NapaR_Helena 198811
NapaR_Helena,12/31/1988,33.2,NapaR_Helena 198812
NapaR_Helena,1/31/1989,24.3,NapaR_Helena 198901
NapaR_Helena,2/28/1989,12.5,NapaR_Helena 198902
NapaR_Helena,3/31/1989,378.4,NapaR_Helena 198903
NapaR_Helena,4/30/1989,42.1,NapaR_Helena 198904
NapaR_Helena,5/31/1989,13.9,NapaR_Helena 198905
NapaR_Helena,6/30/1989,5.64,NapaR_Helena 198906
NapaR_Helena,7/31/1989,1.52,NapaR_Helena 198907
NapaR_Helena,8/31/1989,0.579,NapaR_Helena 198908
NapaR_Helena,9/30/1989,0.773,NapaR_Helena 198909
NapaR_Helena,10/31/1989,6.58,NapaR_Helena 198910
NapaR_Helena,11/30/1989,8.2,NapaR_Helena 198911
NapaR_Helena,12/31/1989,4.69,NapaR_Helena 198912
NapaR_Helena,1/31/1990,72.8,NapaR_Helena 199001
NapaR_Helena,2/28/1990,98.3,NapaR_Helena 199002
NapaR_Helena,3/31/1990,38,NapaR_Helena 199003
NapaR_Helena,4/30/1990,12.8,NapaR_Helena 199004
NapaR_Helena,5/31/1990,27.1,NapaR_Helena 199005
NapaR_Helena,6/30/1990,14.1,NapaR_Helena 199006
NapaR_Helena,7/31/1990,3.21,NapaR_Helena 199007
NapaR_Helena,8/31/1990,0.88,NapaR_Helena 199008
NapaR_Helena,9/30/1990,0.493,NapaR_Helena 199009
NapaR_Helena,10/31/1990,0.799,NapaR_Helena 199010
NapaR_Helena,11/30/1990,1.55,NapaR_Helena 199011
NapaR_Helena,12/31/1990,2.24,NapaR_Helena 199012
NapaR_Helena,1/31/1991,2.17,NapaR_Helena 199101
NapaR_Helena,2/28/1991,8.55,NapaR_Helena 199102
NapaR_Helena,3/31/1991,484.8,NapaR_Helena 199103
NapaR_Helena,4/30/1991,46.7,NapaR_Helena 199104
NapaR_Helena,5/31/1991,15.5,NapaR_Helena 199105
NapaR_Helena,6/30/1991,4.66,NapaR_Helena 199106
